0.0010	0.29433
0.0020	0.26483
0.0030	0.25533
0.0040	0.24446
0.0050	0.23986
0.0060	0.23574
0.0070	0.22888
0.0080	0.22568
0.0090	0.22011
0.0100	0.21680
0.0200	0.18804
0.0300	0.17054
0.0400	0.15624
0.0500	0.14435
0.0600	0.13572
0.0700	0.12785
0.0800	0.12112
0.0900	0.11487
0.1000	0.11099
0.2000	0.07921
0.3000	0.06363
0.4000	0.05329
0.5000	0.04620
0.6000	0.04082
0.7000	0.03693
0.8000	0.03383
0.9000	0.03109
1.0000	0.02885
2.0000	0.01703
3.0000	0.01234
4.0000	0.00973
5.0000	0.00810
6.0000	0.00692
7.0000	0.00605
8.0000	0.00539
9.0000	0.00487
10.0000	0.00443
20.0000	0.00236
30.0000	0.00157
40.0000	0.00112
50.0000	0.00082
60.0000	0.00060
70.0000	0.00046
80.0000	0.00035
90.0000	0.00026
100.0000	0.00000
