0.0010	0.28929
0.0020	0.27689
0.0030	0.26972
0.0040	0.25638
0.0050	0.25128
0.0060	0.24817
0.0070	0.24304
0.0080	0.23486
0.0090	0.23225
0.0100	0.22564
0.0200	0.18963
0.0300	0.16797
0.0400	0.15496
0.0500	0.14265
0.0600	0.13401
0.0700	0.12732
0.0800	0.11935
0.0900	0.11357
0.1000	0.10845
0.2000	0.07619
0.3000	0.06036
0.4000	0.05015
0.5000	0.04374
0.6000	0.03853
0.7000	0.03462
0.8000	0.03153
0.9000	0.02894
1.0000	0.02684
2.0000	0.01575
3.0000	0.01139
4.0000	0.00900
5.0000	0.00750
6.0000	0.00644
7.0000	0.00567
8.0000	0.00507
9.0000	0.00459
10.0000	0.00419
20.0000	0.00229
30.0000	0.00154
40.0000	0.00112
50.0000	0.00082
60.0000	0.00061
70.0000	0.00046
80.0000	0.00036
90.0000	0.00027
100.0000	0.00000
