0.0010	0.26143
0.0020	0.25146
0.0030	0.23614
0.0040	0.22912
0.0050	0.22354
0.0060	0.21700
0.0070	0.20544
0.0080	0.19439
0.0090	0.19040
0.0100	0.18462
0.0200	0.15127
0.0300	0.13425
0.0400	0.12111
0.0500	0.11184
0.0600	0.10265
0.0700	0.09643
0.0800	0.09212
0.0900	0.08688
0.1000	0.08384
0.2000	0.06033
0.3000	0.04763
0.4000	0.04004
0.5000	0.03480
0.6000	0.03106
0.7000	0.02800
0.8000	0.02564
0.9000	0.02373
1.0000	0.02215
2.0000	0.01370
3.0000	0.01018
4.0000	0.00820
5.0000	0.00689
6.0000	0.00596
7.0000	0.00529
8.0000	0.00476
9.0000	0.00433
10.0000	0.00397
20.0000	0.00221
30.0000	0.00153
40.0000	0.00113
50.0000	0.00085
60.0000	0.00064
70.0000	0.00048
80.0000	0.00036
90.0000	0.00027
100.0000	0.00000
