0.0010	0.29962
0.0020	0.28414
0.0030	0.26656
0.0040	0.26247
0.0050	0.25704
0.0060	0.25344
0.0070	0.25065
0.0080	0.24011
0.0090	0.23742
0.0100	0.23472
0.0200	0.20789
0.0300	0.18651
0.0400	0.17146
0.0500	0.15848
0.0600	0.14881
0.0700	0.14098
0.0800	0.13453
0.0900	0.12922
0.1000	0.12520
0.2000	0.09183
0.3000	0.07319
0.4000	0.06168
0.5000	0.05389
0.6000	0.04849
0.7000	0.04384
0.8000	0.03993
0.9000	0.03672
1.0000	0.03394
2.0000	0.01971
3.0000	0.01417
4.0000	0.01103
5.0000	0.00908
6.0000	0.00772
7.0000	0.00672
8.0000	0.00597
9.0000	0.00535
10.0000	0.00485
20.0000	0.00247
30.0000	0.00160
40.0000	0.00112
50.0000	0.00081
60.0000	0.00060
70.0000	0.00045
80.0000	0.00034
90.0000	0.00026
100.0000	0.00000
