0.0010	0.29449
0.0020	0.27948
0.0030	0.27197
0.0040	0.26361
0.0050	0.25210
0.0060	0.24492
0.0070	0.24169
0.0080	0.23469
0.0090	0.22853
0.0100	0.22643
0.0200	0.19399
0.0300	0.17214
0.0400	0.15934
0.0500	0.14852
0.0600	0.14134
0.0700	0.13474
0.0800	0.12783
0.0900	0.12143
0.1000	0.11619
0.2000	0.08317
0.3000	0.06688
0.4000	0.05648
0.5000	0.04877
0.6000	0.04323
0.7000	0.03878
0.8000	0.03527
0.9000	0.03262
1.0000	0.03020
2.0000	0.01792
3.0000	0.01305
4.0000	0.01028
5.0000	0.00853
6.0000	0.00728
7.0000	0.00639
8.0000	0.00568
9.0000	0.00511
10.0000	0.00464
20.0000	0.00242
30.0000	0.00159
40.0000	0.00111
50.0000	0.00079
60.0000	0.00058
70.0000	0.00044
80.0000	0.00034
90.0000	0.00026
100.0000	0.00000
