0.0010	0.30998
0.0020	0.29239
0.0030	0.28339
0.0040	0.27568
0.0050	0.27051
0.0060	0.26093
0.0070	0.25830
0.0080	0.25392
0.0090	0.24793
0.0100	0.24327
0.0200	0.21708
0.0300	0.19758
0.0400	0.17915
0.0500	0.16721
0.0600	0.15638
0.0700	0.14867
0.0800	0.13986
0.0900	0.13288
0.1000	0.12743
0.2000	0.09058
0.3000	0.07152
0.4000	0.05952
0.5000	0.05145
0.6000	0.04524
0.7000	0.04068
0.8000	0.03661
0.9000	0.03349
1.0000	0.03085
2.0000	0.01778
3.0000	0.01281
4.0000	0.01001
5.0000	0.00826
6.0000	0.00705
7.0000	0.00615
8.0000	0.00547
9.0000	0.00493
10.0000	0.00448
20.0000	0.00234
30.0000	0.00155
40.0000	0.00111
50.0000	0.00081
60.0000	0.00060
70.0000	0.00045
80.0000	0.00035
90.0000	0.00026
100.0000	0.00000
