0.0010	0.26926
0.0020	0.24633
0.0030	0.21955
0.0040	0.20408
0.0050	0.20010
0.0060	0.19585
0.0070	0.18769
0.0080	0.18094
0.0090	0.17689
0.0100	0.17378
0.0200	0.14893
0.0300	0.13291
0.0400	0.12280
0.0500	0.11164
0.0600	0.10501
0.0700	0.09859
0.0800	0.09249
0.0900	0.08778
0.1000	0.08395
0.2000	0.05898
0.3000	0.04755
0.4000	0.04042
0.5000	0.03576
0.6000	0.03189
0.7000	0.02892
0.8000	0.02648
0.9000	0.02444
1.0000	0.02286
2.0000	0.01394
3.0000	0.01031
4.0000	0.00828
5.0000	0.00695
6.0000	0.00602
7.0000	0.00534
8.0000	0.00479
9.0000	0.00436
10.0000	0.00400
20.0000	0.00222
30.0000	0.00153
40.0000	0.00112
50.0000	0.00084
60.0000	0.00063
70.0000	0.00048
80.0000	0.00036
90.0000	0.00027
100.0000	0.00000
