0.0010	0.28568
0.0020	0.25969
0.0030	0.25225
0.0040	0.23831
0.0050	0.23034
0.0060	0.22524
0.0070	0.21826
0.0080	0.21248
0.0090	0.20686
0.0100	0.20271
0.0200	0.17877
0.0300	0.16127
0.0400	0.14828
0.0500	0.13867
0.0600	0.13080
0.0700	0.12471
0.0800	0.11815
0.0900	0.11348
0.1000	0.10888
0.2000	0.07900
0.3000	0.06407
0.4000	0.05403
0.5000	0.04704
0.6000	0.04180
0.7000	0.03774
0.8000	0.03422
0.9000	0.03131
1.0000	0.02903
2.0000	0.01713
3.0000	0.01222
4.0000	0.00952
5.0000	0.00781
6.0000	0.00664
7.0000	0.00579
8.0000	0.00515
9.0000	0.00464
10.0000	0.00423
20.0000	0.00229
30.0000	0.00155
40.0000	0.00113
50.0000	0.00082
60.0000	0.00061
70.0000	0.00045
80.0000	0.00035
90.0000	0.00027
100.0000	0.00000
