0.0010	0.27811
0.0020	0.27023
0.0030	0.26041
0.0040	0.24896
0.0050	0.24088
0.0060	0.23367
0.0070	0.22934
0.0080	0.22570
0.0090	0.22289
0.0100	0.21714
0.0200	0.19129
0.0300	0.17327
0.0400	0.15977
0.0500	0.14734
0.0600	0.13819
0.0700	0.13080
0.0800	0.12491
0.0900	0.11784
0.1000	0.11162
0.2000	0.08094
0.3000	0.06329
0.4000	0.05280
0.5000	0.04546
0.6000	0.04023
0.7000	0.03604
0.8000	0.03260
0.9000	0.02994
1.0000	0.02779
2.0000	0.01648
3.0000	0.01196
4.0000	0.00946
5.0000	0.00786
6.0000	0.00672
7.0000	0.00588
8.0000	0.00524
9.0000	0.00473
10.0000	0.00430
20.0000	0.00231
30.0000	0.00155
40.0000	0.00112
50.0000	0.00082
60.0000	0.00061
70.0000	0.00046
80.0000	0.00035
90.0000	0.00026
100.0000	0.00000
