0.0010	0.27122
0.0020	0.25162
0.0030	0.24523
0.0040	0.22853
0.0050	0.22055
0.0060	0.21557
0.0070	0.21285
0.0080	0.20954
0.0090	0.20408
0.0100	0.19877
0.0200	0.17228
0.0300	0.15571
0.0400	0.14335
0.0500	0.13496
0.0600	0.12581
0.0700	0.11900
0.0800	0.11202
0.0900	0.10717
0.1000	0.10210
0.2000	0.07472
0.3000	0.06070
0.4000	0.05160
0.5000	0.04505
0.6000	0.03963
0.7000	0.03594
0.8000	0.03288
0.9000	0.03035
1.0000	0.02817
2.0000	0.01692
3.0000	0.01240
4.0000	0.00982
5.0000	0.00818
6.0000	0.00703
7.0000	0.00619
8.0000	0.00553
9.0000	0.00500
10.0000	0.00455
20.0000	0.00243
30.0000	0.00160
40.0000	0.00112
50.0000	0.00080
60.0000	0.00059
70.0000	0.00044
80.0000	0.00034
90.0000	0.00026
100.0000	0.00000
