0.0010	0.28028
0.0020	0.26278
0.0030	0.25032
0.0040	0.24116
0.0050	0.23501
0.0060	0.22492
0.0070	0.22056
0.0080	0.21640
0.0090	0.21311
0.0100	0.20965
0.0200	0.17610
0.0300	0.16020
0.0400	0.14531
0.0500	0.13488
0.0600	0.12624
0.0700	0.11836
0.0800	0.11113
0.0900	0.10706
0.1000	0.10316
0.2000	0.07415
0.3000	0.06004
0.4000	0.05110
0.5000	0.04492
0.6000	0.04008
0.7000	0.03644
0.8000	0.03326
0.9000	0.03085
1.0000	0.02869
2.0000	0.01702
3.0000	0.01236
4.0000	0.00977
5.0000	0.00810
6.0000	0.00693
7.0000	0.00605
8.0000	0.00537
9.0000	0.00483
10.0000	0.00440
20.0000	0.00231
30.0000	0.00155
40.0000	0.00112
50.0000	0.00083
60.0000	0.00062
70.0000	0.00046
80.0000	0.00035
90.0000	0.00026
100.0000	0.00000
