0.0010	0.30424
0.0020	0.28919
0.0030	0.27669
0.0040	0.26690
0.0050	0.26055
0.0060	0.25476
0.0070	0.24780
0.0080	0.24350
0.0090	0.23905
0.0100	0.23684
0.0200	0.21195
0.0300	0.19229
0.0400	0.17995
0.0500	0.16951
0.0600	0.15580
0.0700	0.14623
0.0800	0.14010
0.0900	0.13477
0.1000	0.12939
0.2000	0.09457
0.3000	0.07528
0.4000	0.06288
0.5000	0.05413
0.6000	0.04776
0.7000	0.04306
0.8000	0.03892
0.9000	0.03580
1.0000	0.03302
2.0000	0.01911
3.0000	0.01349
4.0000	0.01052
5.0000	0.00866
6.0000	0.00734
7.0000	0.00638
8.0000	0.00565
9.0000	0.00508
10.0000	0.00460
20.0000	0.00237
30.0000	0.00156
40.0000	0.00111
50.0000	0.00081
60.0000	0.00060
70.0000	0.00045
80.0000	0.00034
90.0000	0.00026
100.0000	0.00000
